id,name,email,phone,address,city,state,country,postal_code,created_at,updated_at,gender,source_id,account_id,contact_category_id,is_vip
10064,Danielle Esteves,,+55 (19) 99196-9546,,,São Paulo,Brasil,,2025-08-20 12:53:09.769042+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10065,Contato WhatsApp,,+55 (19) 99199-9179,,,São Paulo,Brasil,,2025-07-02 12:40:50.616756+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10066,Celia Alves,,+55 (19) 99260-9849,,,São Paulo,Brasil,,2025-08-18 12:35:06.444117+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10067,João Frasson,,+55 (19) 99279-0110,,,São Paulo,Brasil,,2025-07-22 16:42:13.726127+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10068,Joyce,,+55 (19) 99287-7959,,,São Paulo,Brasil,,2025-08-19 20:43:27.833797+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10069,R|T Studio,,+55 (19) 99334-3535,,,São Paulo,Brasil,,2025-06-30 13:26:25.88639+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10070,Beatriz 💗,,+55 (19) 99459-8455,,,São Paulo,Brasil,,2025-08-25 20:19:21.483475+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10071,Ana Paula,,+55 (19) 99494-9570,,,São Paulo,Brasil,,2025-07-17 19:20:21.382341+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10072,Gabriel Redondano,,+55 (19) 99608-8181,,,São Paulo,Brasil,,2025-07-29 09:35:27.052293+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10073,Rose,,+55 (19) 99624-7715,,,São Paulo,Brasil,,2025-08-13 15:09:59.980683+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10074,Fabiana Pistelli,,+55 (19) 99636-0380,,,São Paulo,Brasil,,2025-08-20 22:36:21.095435+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10075,Cleide,,+55 (19) 99654-9730,,,São Paulo,Brasil,,2025-08-04 12:50:12.55907+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10076,Luciana,,+55 (19) 99710-2217,,,São Paulo,Brasil,,2025-08-19 13:37:44.274207+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10077,Gi,,+55 (19) 99714-8237,,,São Paulo,Brasil,,2025-07-04 13:04:37.464565+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10078,Sarah Degan,,+55 (19) 99717-3200,,,São Paulo,Brasil,,2025-08-21 14:33:20.029464+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10079,5519997519750,,+55 (19) 99751-9750,,,São Paulo,Brasil,,2025-07-28 17:27:38.757299+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10080,Simone,,+55 (19) 99773-7288,,,São Paulo,Brasil,,2025-07-24 13:35:11.584658+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10081,Carmen,,+55 (19) 99787-5355,,,São Paulo,Brasil,,2025-08-06 17:32:38.399463+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10082,5519998091849,,+55 (19) 99809-1849,,,São Paulo,Brasil,,2025-07-28 17:27:37.973383+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10083,💕 p o l l y,,+55 (19) 99874-8826,,,São Paulo,Brasil,,2025-07-01 01:48:36.928913+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10084,Priscila-Particular🇧🇷🇮🇹🌻,,+55 (19) 99994-5480,,,São Paulo,Brasil,,2025-08-12 18:41:17.577852+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10085,Nick,,+55 (19) 99999-8989,,,São Paulo,Brasil,,2025-08-13 12:55:04.612821+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10086,João Gustavo,,+55 (21) 92022-7930,,,Rio de Janeiro,Brasil,,2025-06-23 18:03:08.583571+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10087,Karoline,,+55 (21) 96442-2532,,,Rio de Janeiro,Brasil,,2025-07-22 11:21:19.043633+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10088,Monica,,+55 (21) 96449-3378,,,Rio de Janeiro,Brasil,,2025-08-18 13:14:10.610572+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10089,Andressa Lima,,+55 (21) 96466-0050,,,Rio de Janeiro,Brasil,,2025-08-11 20:10:33.047143+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10090,Infotec Barra,,+55 (21) 96680-7275,,,Rio de Janeiro,Brasil,,2025-07-23 19:00:01.341898+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10091,Romano,,+55 (21) 96709-9682,,,Rio de Janeiro,Brasil,,2025-06-20 13:01:48.42153+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10092,LG,,+55 (21) 96777-1306,,,Rio de Janeiro,Brasil,,2025-08-07 16:40:46.280771+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10093,Rafael Andrade,,+55 (21) 96806-7816,,,Rio de Janeiro,Brasil,,2025-07-18 17:17:44.848392+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10094,Katia,,+55 (21) 96858-2906,,,Rio de Janeiro,Brasil,,2025-08-04 13:32:35.766988+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10095,5521969244872,,+55 (21) 96924-4872,,,Rio de Janeiro,Brasil,,2025-07-28 17:28:00.179488+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10096,Yssar,,+55 (21) 97014-3245,,,Rio de Janeiro,Brasil,,2025-08-05 17:50:06.731767+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10097,Renata,,+55 (21) 97014-9541,,,Rio de Janeiro,Brasil,,2025-07-03 12:18:57.234356+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10098,Rodrigo Veiga,,+55 (21) 97024-0512,,,Rio de Janeiro,Brasil,,2025-07-02 16:56:11.089076+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10099,Karina Bianchini,,+55 (21) 97118-1911,,,Rio de Janeiro,Brasil,,2025-06-24 19:16:18.027708+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10100,Gerência de Secretaria,,+55 (21) 97218-0325,,,Rio de Janeiro,Brasil,,2025-07-01 15:26:13.437472+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10101,🚀,,+55 (21) 97354-5887,,,Rio de Janeiro,Brasil,,2025-07-01 16:45:43.610565+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10102,Matheus,,+55 (21) 97443-8993,,,Rio de Janeiro,Brasil,,2025-06-28 17:48:22.190666+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10103,Peterson Lopes,,+55 (21) 97481-2296,,,Rio de Janeiro,Brasil,,2025-08-14 18:02:41.907812+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10104,Caixa Praia de Botafogo,,+55 (21) 97523-2352,,,Rio de Janeiro,Brasil,,2025-06-30 12:35:36.981371+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10105,Marcos Helano Carneiro,,+55 (21) 97600-2662,,,Rio de Janeiro,Brasil,,2025-07-26 09:17:57.303283+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10106,Dricaa,,+55 (21) 97619-1846,,,Rio de Janeiro,Brasil,,2025-07-03 00:03:50.054893+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10107,Flavia,,+55 (21) 97962-8375,,,Rio de Janeiro,Brasil,,2025-07-16 14:18:57.145723+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10108,José Lucas Alves,,+55 (21) 98003-5120,,,Rio de Janeiro,Brasil,,2025-06-25 19:47:33.616627+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10109,Juliana Viveiros,,+55 (21) 98103-6666,,,Rio de Janeiro,Brasil,,2025-06-17 14:41:30.690164+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10110,Luciana,,+55 (21) 98129-2189,,,Rio de Janeiro,Brasil,,2025-07-28 11:11:05.373399+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10111,Juliana,,+55 (21) 98129-9288,,,Rio de Janeiro,Brasil,,2025-08-04 17:57:37.273103+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10112,Marcos,,+55 (21) 98143-3834,,,Rio de Janeiro,Brasil,,2025-08-05 17:32:29.65645+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10113,Andrea - Svaitur Viagens,,+55 (21) 98148-4441,,,Rio de Janeiro,Brasil,,2025-08-05 19:18:20.460068+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10114,Tita Kamnitzer,,+55 (21) 98151-5172,,,Rio de Janeiro,Brasil,,2025-06-19 19:19:12.600083+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10115,Renato,,+55 (21) 98171-0003,,,Rio de Janeiro,Brasil,,2025-07-16 12:17:49.835311+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10116,Manu E.,,+55 (21) 98195-0507,,,Rio de Janeiro,Brasil,,2025-07-24 21:11:47.834876+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10117,Flávio Benati,,+55 (21) 98201-0206,,,Rio de Janeiro,Brasil,,2025-06-24 01:26:56.661195+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10118,5521982236332,,+55 (21) 98223-6332,,,Rio de Janeiro,Brasil,,2025-08-18 20:21:30.450029+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10119,CELSO DOS SANTOS,,+55 (21) 98246-4435,,,Rio de Janeiro,Brasil,,2025-08-01 23:25:53.543003+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10120,5521983520300,,+55 (21) 98352-0300,,,Rio de Janeiro,Brasil,,2025-07-28 17:23:50.869527+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10121,Felipe Vassão,,+55 (21) 98373-0254,,,Rio de Janeiro,Brasil,,2025-06-23 00:42:04.036982+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10122,Monique,,+55 (21) 98373-6768,,,Rio de Janeiro,Brasil,,2025-08-04 12:41:14.879216+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10123,Clicia,,+55 (21) 98442-2153,,,Rio de Janeiro,Brasil,,2025-08-12 13:58:08.017526+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10124,Ana Lucia Armada,,+55 (21) 98461-4898,,,Rio de Janeiro,Brasil,,2025-07-26 10:33:36.763959+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10125,Luiz Felipe Franklin,,+55 (21) 98703-8200,,,Rio de Janeiro,Brasil,,2025-06-17 00:18:59.064568+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10126,Rodrigo Ximenez,,+55 (21) 98710-0968,,,Rio de Janeiro,Brasil,,2025-08-11 20:55:38.756793+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10127,Me,,+55 (21) 98751-9867,,,Rio de Janeiro,Brasil,,2025-08-18 17:02:39.11928+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10128,camilli,,+55 (21) 98788-8526,,,Rio de Janeiro,Brasil,,2025-07-29 17:38:55.063579+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10129,Contato WhatsApp,,+55 (21) 98811-4145,,,Rio de Janeiro,Brasil,,2025-08-01 17:34:42.37013+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10130,Marcos,,+55 (21) 98876-8875,,,Rio de Janeiro,Brasil,,2025-08-26 18:00:29.335244+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10131,Ricardo,,+55 (21) 98911-2801,,,Rio de Janeiro,Brasil,,2025-08-20 11:56:13.660435+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10132,David Soares,,+55 (21) 98961-8431,,,Rio de Janeiro,Brasil,,2025-06-24 16:55:27.453194+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10133,*Andréa Jales*,,+55 (21) 99113-1646,,,Rio de Janeiro,Brasil,,2025-07-02 13:47:51.943667+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10134,Cris Vieira,,+55 (21) 99146-1613,,,Rio de Janeiro,Brasil,,2025-07-01 12:11:20.474117+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10135,Son,,+55 (21) 99225-0740,,,Rio de Janeiro,Brasil,,2025-08-11 17:30:50.974047+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10136,Contato WhatsApp,,+55 (21) 99228-1740,,,Rio de Janeiro,Brasil,,2025-08-13 17:08:07.965965+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10137,Renata Rose,,+55 (21) 99270-7671,,,Rio de Janeiro,Brasil,,2025-08-08 16:33:28.133065+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10138,Beth Murtinho,,+55 (21) 99404-9494,,,Rio de Janeiro,Brasil,,2025-08-05 19:15:17.75901+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10139,Gustavo La Rocque,,+55 (21) 99453-9642,,,Rio de Janeiro,Brasil,,2025-06-16 14:17:40.11351+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10140,LB,,+55 (21) 99457-8144,,,Rio de Janeiro,Brasil,,2025-06-24 15:22:24.396714+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10141,5521994661614,,+55 (21) 99466-1614,,,Rio de Janeiro,Brasil,,2025-07-28 17:26:10.428837+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10142,Eduardo Leite,,+55 (21) 99584-3536,,,Rio de Janeiro,Brasil,,2025-08-07 17:06:31.045095+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10143,Caroline Quintanilha,,+55 (21) 99593-8750,,,Rio de Janeiro,Brasil,,2025-06-17 14:40:13.851036+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10144,Gisellen Ramalho,,+55 (21) 99612-0011,,,Rio de Janeiro,Brasil,,2025-06-18 22:53:34.887802+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10145,Manuel Ferriadacostafilo,,+55 (21) 99620-4587,,,Rio de Janeiro,Brasil,,2025-06-22 01:54:38.832425+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10146,Catarina Messore,,+55 (21) 99641-0077,,,Rio de Janeiro,Brasil,,2025-06-29 19:32:28.930395+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10147,Patrícia,,+55 (21) 99675-5233,,,Rio de Janeiro,Brasil,,2025-06-22 19:51:13.528019+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10148,Paula Serpa,,+55 (21) 99703-8354,,,Rio de Janeiro,Brasil,,2025-07-02 22:21:20.390143+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10149,JB,,+55 (21) 99785-3131,,,Rio de Janeiro,Brasil,,2025-06-21 15:14:20.233287+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10150,Bia Coimbra,,+55 (21) 99811-6120,,,Rio de Janeiro,Brasil,,2025-08-04 22:12:39.202806+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10151,Roberto,,+55 (21) 99818-9285,,,Rio de Janeiro,Brasil,,2025-08-21 16:34:53.333691+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10152,Mariana Leopoldino,,+55 (21) 99827-9090,,,Rio de Janeiro,Brasil,,2025-08-18 14:08:19.168965+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10153,Contato WhatsApp,,+55 (21) 99845-7901,,,Rio de Janeiro,Brasil,,2025-08-26 16:53:31.746948+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10154,Clara Isabel Hasson,,+55 (21) 99871-4404,,,Rio de Janeiro,Brasil,,2025-08-18 18:01:23.370489+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10155,Gabriela Moraes,,+55 (21) 99895-8698,,,Rio de Janeiro,Brasil,,2025-07-23 19:09:50.581094+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10156,Vanessa Amora,,+55 (21) 99907-0202,,,Rio de Janeiro,Brasil,,2025-07-18 16:13:38.456036+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10157,Contato WhatsApp,,+55 (21) 99932-6396,,,Rio de Janeiro,Brasil,,2025-08-27 12:22:47.550015+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10158,Erivan Martins,,+55 (21) 99946-3465,,,Rio de Janeiro,Brasil,,2025-08-21 16:27:10.388333+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10159,Erika Oliboni,,+55 (21) 99959-9088,,,Rio de Janeiro,Brasil,,2025-06-23 12:11:24.694017+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10160,Amanda P Guedes,,+55 (21) 99963-2958,,,Rio de Janeiro,Brasil,,2025-08-11 15:44:21.719234+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10161,Leandra Abalonne,,+55 (21) 99966-3523,,,Rio de Janeiro,Brasil,,2025-08-05 17:30:15.90207+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10162,5521999666545,,+55 (21) 99966-6545,,,Rio de Janeiro,Brasil,,2025-07-28 17:27:51.862156+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10163,Re 🌸,,+55 (21) 99967-8165,,,Rio de Janeiro,Brasil,,2025-08-11 14:45:12.343814+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10164,SELMA REGINA,,+55 (21) 99976-6919,,,Rio de Janeiro,Brasil,,2025-08-18 18:59:50.407582+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10165,Contato WhatsApp,,+55 (21) 99982-0249,,,Rio de Janeiro,Brasil,,2025-08-13 00:36:24.600549+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10166,Claudio,,+55 (21) 99985-4382,,,Rio de Janeiro,Brasil,,2025-06-24 23:42:52.113079+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10167,Claudia Buhler,,+55 (21) 99986-2704,,,Rio de Janeiro,Brasil,,2025-08-22 14:58:28.270288+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10168,Paulo,,+55 (21) 99989-3071,,,Rio de Janeiro,Brasil,,2025-08-06 17:04:50.4588+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10169,Cristiano  Moraes,,+55 (21) 99992-6156,,,Rio de Janeiro,Brasil,,2025-06-18 23:07:19.649257+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10170,Fred,,+55 (21) 99996-6975,,,Rio de Janeiro,Brasil,,2025-06-21 17:17:21.067151+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10171,Giorgio,,+55 (21) 99999-5502,,,Rio de Janeiro,Brasil,,2025-06-16 15:25:51.635732+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10172,Lucas Figueiredo,,+55 (22) 98137-7393,,,Rio de Janeiro,Brasil,,2025-06-16 16:35:39.670828+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10173,Tania,,+55 (22) 98810-6003,,,Rio de Janeiro,Brasil,,2025-07-04 16:39:32.322078+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10174,Guto Garcia,,+55 (22) 99228-4086,,,Rio de Janeiro,Brasil,,2025-06-19 21:56:55.124656+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10175,Susi Herdy,,+55 (22) 99246-2491,,,Rio de Janeiro,Brasil,,2025-06-29 21:55:36.928352+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10176,Leonardo Santos,,+55 (22) 99262-5999,,,Rio de Janeiro,Brasil,,2025-08-18 16:03:43.916388+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10177,Marcia,,+55 (22) 99772-0548,,,Rio de Janeiro,Brasil,,2025-08-18 13:04:30.533377+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10178,Larissa Souza,,+55 (22) 99799-6383,,,Rio de Janeiro,Brasil,,2025-08-07 16:54:54.947554+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10179,Mucio,,+55 (22) 99880-3630,,,Rio de Janeiro,Brasil,,2025-08-06 20:34:32.682557+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10180,Juliana,,+55 (22) 99904-1494,,,Rio de Janeiro,Brasil,,2025-07-21 12:18:33.773834+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10181,Vinícius Brasileiro,,+55 (22) 99905-9695,,,Rio de Janeiro,Brasil,,2025-08-04 14:16:23.636655+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10182,Rosangela,,+55 (22) 99927-1136,,,Rio de Janeiro,Brasil,,2025-08-07 12:04:31.190921+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10183,Ilanna Salles🥰🍀🙏🏻,,+55 (22) 99953-2207,,,Rio de Janeiro,Brasil,,2025-07-28 12:22:43.373121+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10184,Marlone Gouvêa,,+55 (22) 99985-1578,,,Rio de Janeiro,Brasil,,2025-08-13 16:44:16.702264+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10185,Contato WhatsApp,,+55 (22) 99991-0073,,,Rio de Janeiro,Brasil,,2025-06-17 14:38:43.028801+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10186,Cicero,,+55 (24) 97402-4899,,,Rio de Janeiro,Brasil,,2025-08-18 18:15:00.78122+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10187,Julia,,+55 (24) 98124-3694,,,Rio de Janeiro,Brasil,,2025-06-23 11:34:20.334169+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10188,evangelista.Paulo Marcos,,+55 (24) 98145-3865,,,Rio de Janeiro,Brasil,,2025-07-01 18:17:45.214622+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10189,Marcelo Azalin,,+55 (24) 98152-9922,,,Rio de Janeiro,Brasil,,2025-06-16 18:00:45.320561+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10190,Duilho Silva,,+55 (24) 98182-3716,,,Rio de Janeiro,Brasil,,2025-07-01 16:52:53.249605+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10191,Vagner Sodre,,+55 (24) 98812-4872,,,Rio de Janeiro,Brasil,,2025-08-11 13:12:09.248906+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10192,Fernando de Figueiredo,,+55 (24) 98831-6175,,,Rio de Janeiro,Brasil,,2025-06-23 11:49:44.40636+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10193,matheus muniz,,+55 (24) 99270-2217,,,Rio de Janeiro,Brasil,,2025-06-30 19:03:32.936595+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10194,Leandro,,+55 (24) 99292-5599,,,Rio de Janeiro,Brasil,,2025-08-15 12:20:44.929565+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10195,Jose Maia,,+55 (24) 99857-0332,,,Rio de Janeiro,Brasil,,2025-06-16 18:15:09.435086+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10196,Bruna Lima,,+55 (24) 99907-0157,,,Rio de Janeiro,Brasil,,2025-07-30 20:24:58.555974+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10197,Lorraine,,+55 (24) 99921-0624,,,Rio de Janeiro,Brasil,,2025-06-24 14:09:47.154405+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10198,Franceli,,+55 (27) 98131-8524,,,Espírito Santo,Brasil,,2025-07-22 12:45:08.082809+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10199,Ilze Amélia,,+55 (27) 99233-7228,,,Espírito Santo,Brasil,,2025-06-17 09:55:17.314974+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10200,Francisco Carvalho,,+55 (27) 99241-5845,,,Espírito Santo,Brasil,,2025-06-19 11:28:36.404087+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10201,5527992421177,,+55 (27) 99242-1177,,,Espírito Santo,Brasil,,2025-06-18 23:21:46.513533+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10202,Andre Prado,,+55 (27) 99292-3221,,,Espírito Santo,Brasil,,2025-08-05 23:55:21.792866+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10203,Contato WhatsApp,,+55 (27) 99294-2111,,,Espírito Santo,Brasil,,2025-07-30 18:30:30.760439+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10204,Patrick Rizzari,,+55 (27) 99294-8877,,,Espírito Santo,Brasil,,2025-07-28 10:36:04.1517+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10205,Ariany Quedevez,,+55 (27) 99577-4681,,,Espírito Santo,Brasil,,2025-08-11 22:25:14.078573+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10206,Jessica,,+55 (27) 99695-2261,,,Espírito Santo,Brasil,,2025-06-21 13:34:23.943215+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10207,Geisi,,+55 (27) 99807-8004,,,Espírito Santo,Brasil,,2025-08-11 12:32:45.477838+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10208,Cleidson,,+55 (27) 99873-7745,,,Espírito Santo,Brasil,,2025-06-28 23:37:41.989115+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10209,Elaine Vasconcellos,,+55 (27) 99904-6306,,,Espírito Santo,Brasil,,2025-07-17 17:05:46.575431+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10210,Rodrigo Stinguel,,+55 (27) 99907-1680,,,Espírito Santo,Brasil,,2025-08-12 13:07:31.185975+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10211,Revair,,+55 (27) 99916-4849,,,Espírito Santo,Brasil,,2025-08-06 12:17:17.484563+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10212,Claudia Falabella,,+55 (27) 99969-1494,,,Espírito Santo,Brasil,,2025-08-22 21:51:35.502518+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10213,Laura Mendonca,,+55 (27) 99981-1002,,,Espírito Santo,Brasil,,2025-08-21 18:33:39.982351+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10214,Ruth Motta,,+55 (27) 99981-1188,,,Espírito Santo,Brasil,,2025-08-25 12:52:57.640428+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10215,Marcelo Cardozo,,+55 (27) 99993-2022,,,Espírito Santo,Brasil,,2025-06-23 22:23:25.895581+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10216,Evelyn Sibelle,,+55 (31) 97366-9353,,,Minas Gerais,Brasil,,2025-07-02 22:32:18.626942+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10217,Arthur Marquez,,+55 (31) 97519-3100,,,Minas Gerais,Brasil,,2025-06-17 12:34:40.081884+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10218,Franklin Coelho Resende,,+55 (31) 98339-6881,,,Minas Gerais,Brasil,,2025-06-20 15:15:19.423097+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10219,Cristiana,,+55 (31) 98351-9117,,,Minas Gerais,Brasil,,2025-06-24 21:45:29.783533+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10220,Natália Lopes,,+55 (31) 98484-9472,,,Minas Gerais,Brasil,,2025-08-13 13:00:16.947933+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10221,Edna Mazon,,+55 (31) 98645-5737,,,Minas Gerais,Brasil,,2025-06-21 20:14:39.114969+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10222,Ricardo 🇧🇷🇮🇹,,+55 (31) 98677-2290,,,Minas Gerais,Brasil,,2025-07-28 12:28:41.48182+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10223,553187092010,,+55 (31) 98709-2010,,,Minas Gerais,Brasil,,2025-06-25 12:09:58.987043+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
